t	Alfa	omega	energia
1.697600	11.782981	6.012534	33393.322429
1.697700	11.783582	6.012578	33392.547151
1.697800	11.784183	6.012622	33391.772548
1.697900	11.784784	6.012665	33390.998620
1.698000	11.785386	6.012709	33390.225366
1.698100	11.785987	6.012753	33389.452789
1.698200	11.786588	6.012797	33388.680887
1.698300	11.787189	6.012840	33387.909661
1.698400	11.787791	6.012884	33387.139113
1.698500	11.788392	6.012927	33386.369242
1.698600	11.788993	6.012971	33385.600049
1.698700	11.789595	6.013015	33384.831534
1.698800	11.790196	6.013058	33384.063699
1.698900	11.790797	6.013102	33383.296542
1.699000	11.791399	6.013146	33382.530066
1.699100	11.792000	6.013189	33381.764270
1.699200	11.792601	6.013233	33380.999154
1.699300	11.793203	6.013276	33380.234720
1.699400	11.793804	6.013320	33379.470968
1.699500	11.794405	6.013364	33378.707897
1.699600	11.795007	6.013407	33377.945510
1.699700	11.795608	6.013451	33377.183805
1.699800	11.796209	6.013494	33376.422785
1.699900	11.796811	6.013538	33375.662448
1.700000	11.797412	6.013581	33374.902796
1.700100	11.798013	6.013625	33374.143829
1.700200	11.798615	6.013669	33373.385547
1.700300	11.799216	6.013712	33372.627952
1.700400	11.799817	6.013756	33371.871043
1.700500	11.800419	6.013799	33371.114820
1.700600	11.801020	6.013843	33370.359286
1.700700	11.801622	6.013886	33369.604439
1.700800	11.802223	6.013930	33368.850280
1.700900	11.802824	6.013973	33368.096810
1.701000	11.803426	6.014017	33367.344030
1.701100	11.804027	6.014060	33366.591939
1.701200	11.804629	6.014104	33365.840539
1.701300	11.805230	6.014147	33365.089829
1.701400	11.805831	6.014190	33364.339810
1.701500	11.806433	6.014234	33363.590483
1.701600	11.807034	6.014277	33362.841849
1.701700	11.807636	6.014321	33362.093906
1.701800	11.808237	6.014364	33361.346657
1.701900	11.808839	6.014408	33360.600101
1.702000	11.809440	6.014451	33359.854239
1.702100	11.810041	6.014494	33359.109072
1.702200	11.810643	6.014538	33358.364600
1.702300	11.811244	6.014581	33357.620823
1.702400	11.811846	6.014625	33356.877741
1.702500	11.812447	6.014668	33356.135356
1.702600	11.813049	6.014711	33355.393668
1.702700	11.813650	6.014755	33354.652677
1.702800	11.814252	6.014798	33353.912384
1.702900	11.814853	6.014842	33353.172789
1.703000	11.815455	6.014885	33352.433892
1.703100	11.816056	6.014928	33351.695695
1.703200	11.816658	6.014972	33350.958197
1.703300	11.817259	6.015015	33350.221399
1.703400	11.817861	6.015058	33349.485302
1.703500	11.818462	6.015101	33348.749906
1.703600	11.819064	6.015145	33348.015211
1.703700	11.819665	6.015188	33347.281218
1.703800	11.820267	6.015231	33346.547927
1.703900	11.820868	6.015275	33345.815339
1.704000	11.821470	6.015318	33345.083455
1.704100	11.822071	6.015361	33344.352274
1.704200	11.822673	6.015404	33343.621797
1.704300	11.823274	6.015448	33342.892025
1.704400	11.823876	6.015491	33342.162958
1.704500	11.824477	6.015534	33341.434596
1.704600	11.825079	6.015577	33340.706941
1.704700	11.825681	6.015621	33339.979992
1.704800	11.826282	6.015664	33339.253750
1.704900	11.826884	6.015707	33338.528216
1.705000	11.827485	6.015750	33337.803389
1.705100	11.828087	6.015794	33337.079271
1.705200	11.828688	6.015837	33336.355861
1.705300	11.829290	6.015880	33335.633161
1.705400	11.829892	6.015923	33334.911170
1.705500	11.830493	6.015966	33334.189890
1.705600	11.831095	6.016009	33333.469320
1.705700	11.831696	6.016053	33332.749461
1.705800	11.832298	6.016096	33332.030314
1.705900	11.832900	6.016139	33331.311879
1.706000	11.833501	6.016182	33330.594156
1.706100	11.834103	6.016225	33329.877146
1.706200	11.834704	6.016268	33329.160849
1.706300	11.835306	6.016311	33328.445267
1.706400	11.835908	6.016355	33327.730398
1.706500	11.836509	6.016398	33327.016245
1.706600	11.837111	6.016441	33326.302806
1.706700	11.837713	6.016484	33325.590083
1.706800	11.838314	6.016527	33324.878076
1.706900	11.838916	6.016570	33324.166786
1.707000	11.839518	6.016613	33323.456213
1.707100	11.840119	6.016656	33322.746357
1.707200	11.840721	6.016699	33322.037219
1.707300	11.841323	6.016742	33321.328800
1.707400	11.841924	6.016785	33320.621099
1.707500	11.842526	6.016828	33319.914118
1.707600	11.843128	6.016871	33319.207856
1.707700	11.843729	6.016914	33318.502314
1.707800	11.844331	6.016957	33317.797493
1.707900	11.844933	6.017000	33317.093393
1.708000	11.845534	6.017043	33316.390015
1.708100	11.846136	6.017086	33315.687359
1.708200	11.846738	6.017129	33314.985425
1.708300	11.847340	6.017172	33314.284214
1.708400	11.847941	6.017215	33313.583726
1.708500	11.848543	6.017258	33312.883962
1.708600	11.849145	6.017301	33312.184922
1.708700	11.849746	6.017344	33311.486607
1.708800	11.850348	6.017387	33310.789017
1.708900	11.850950	6.017430	33310.092153
1.709000	11.851552	6.017473	33309.396015
1.709100	11.852153	6.017516	33308.700603
1.709200	11.852755	6.017559	33308.005918
1.709300	11.853357	6.017602	33307.311960
1.709400	11.853959	6.017645	33306.618730
1.709500	11.854561	6.017688	33305.926229
1.709600	11.855162	6.017731	33305.234456
1.709700	11.855764	6.017774	33304.543412
1.709800	11.856366	6.017816	33303.853098
1.709900	11.856968	6.017859	33303.163514
1.710000	11.857569	6.017902	33302.474661
1.710100	11.858171	6.017945	33301.786538
1.710200	11.858773	6.017988	33301.099147
1.710300	11.859375	6.018031	33300.412487
1.710400	11.859977	6.018074	33299.726560
1.710500	11.860578	6.018116	33299.041366
1.710600	11.861180	6.018159	33298.356904
1.710700	11.861782	6.018202	33297.673177
1.710800	11.862384	6.018245	33296.990183
1.710900	11.862986	6.018288	33296.307924
1.711000	11.863588	6.018330	33295.626400
1.711100	11.864189	6.018373	33294.945611
1.711200	11.864791	6.018416	33294.265558
1.711300	11.865393	6.018459	33293.586241
1.711400	11.865995	6.018502	33292.907661
1.711500	11.866597	6.018544	33292.229818
1.711600	11.867199	6.018587	33291.552713
1.711700	11.867800	6.018630	33290.876346
1.711800	11.868402	6.018673	33290.200717
1.711900	11.869004	6.018715	33289.525827
1.712000	11.869606	6.018758	33288.851676
1.712100	11.870208	6.018801	33288.178265
1.712200	11.870810	6.018844	33287.505595
1.712300	11.871412	6.018886	33286.833665
1.712400	11.872014	6.018929	33286.162476
1.712500	11.872615	6.018972	33285.492029
1.712600	11.873217	6.019014	33284.822323
1.712700	11.873819	6.019057	33284.153360
1.712800	11.874421	6.019100	33283.485140
1.712900	11.875023	6.019142	33282.817664
1.713000	11.875625	6.019185	33282.150930
1.713100	11.876227	6.019228	33281.484942
1.713200	11.876829	6.019270	33280.819697
1.713300	11.877431	6.019313	33280.155198
1.713400	11.878033	6.019356	33279.491444
1.713500	11.878635	6.019398	33278.828436
1.713600	11.879237	6.019441	33278.166175
1.713700	11.879839	6.019484	33277.504660
1.713800	11.880441	6.019526	33276.843893
1.713900	11.881042	6.019569	33276.183873
1.714000	11.881644	6.019611	33275.524601
1.714100	11.882246	6.019654	33274.866078
1.714200	11.882848	6.019697	33274.208304
1.714300	11.883450	6.019739	33273.551279
1.714400	11.884052	6.019782	33272.895004
1.714500	11.884654	6.019824	33272.239479
1.714600	11.885256	6.019867	33271.584705
1.714700	11.885858	6.019909	33270.930681
1.714800	11.886460	6.019952	33270.277410
1.714900	11.887062	6.019995	33269.624890
1.715000	11.887664	6.020037	33268.973123
1.715100	11.888266	6.020080	33268.322109
1.715200	11.888868	6.020122	33267.671848
1.715300	11.889470	6.020165	33267.022341
1.715400	11.890072	6.020207	33266.373588
1.715500	11.890674	6.020250	33265.725589
1.715600	11.891276	6.020292	33265.078345
1.715700	11.891878	6.020335	33264.431857
1.715800	11.892480	6.020377	33263.786125
1.715900	11.893082	6.020420	33263.141149
1.716000	11.893685	6.020462	33262.496930
1.716100	11.894287	6.020504	33261.853467
1.716200	11.894889	6.020547	33261.210763
1.716300	11.895491	6.020589	33260.568816
1.716400	11.896093	6.020632	33259.927628
1.716500	11.896695	6.020674	33259.287199
1.716600	11.897297	6.020717	33258.647529
1.716700	11.897899	6.020759	33258.008618
1.716800	11.898501	6.020802	33257.370468
1.716900	11.899103	6.020844	33256.733078
1.717000	11.899705	6.020886	33256.096450
1.717100	11.900307	6.020929	33255.460582
1.717200	11.900909	6.020971	33254.825477
1.717300	11.901511	6.021013	33254.191134
1.717400	11.902114	6.021056	33253.557553
1.717500	11.902716	6.021098	33252.924736
1.717600	11.903318	6.021141	33252.292682
1.717700	11.903920	6.021183	33251.661392
1.717800	11.904522	6.021225	33251.030866
1.717900	11.905124	6.021268	33250.401105
1.718000	11.905726	6.021310	33249.772110
1.718100	11.906328	6.021352	33249.143880
1.718200	11.906931	6.021395	33248.516416
1.718300	11.907533	6.021437	33247.889719
1.718400	11.908135	6.021479	33247.263788
1.718500	11.908737	6.021522	33246.638625
1.718600	11.909339	6.021564	33246.014230
1.718700	11.909941	6.021606	33245.390603
1.718800	11.910543	6.021648	33244.767744
1.718900	11.911146	6.021691	33244.145654
1.719000	11.911748	6.021733	33243.524334
1.719100	11.912350	6.021775	33242.903784
1.719200	11.912952	6.021817	33242.284004
1.719300	11.913554	6.021860	33241.664995
1.719400	11.914157	6.021902	33241.046756
1.719500	11.914759	6.021944	33240.429290
1.719600	11.915361	6.021986	33239.812595
1.719700	11.915963	6.022029	33239.196673
1.719800	11.916565	6.022071	33238.581523
1.719900	11.917168	6.022113	33237.967146
1.720000	11.917770	6.022155	33237.353544
1.720100	11.918372	6.022197	33236.740715
1.720200	11.918974	6.022240	33236.128661
1.720300	11.919576	6.022282	33235.517381
1.720400	11.920179	6.022324	33234.906877
1.720500	11.920781	6.022366	33234.297148
1.720600	11.921383	6.022408	33233.688196
1.720700	11.921985	6.022450	33233.080020
1.720800	11.922588	6.022493	33232.472621
1.720900	11.923190	6.022535	33231.866000
1.721000	11.923792	6.022577	33231.260156
1.721100	11.924394	6.022619	33230.655090
1.721200	11.924997	6.022661	33230.050803
1.721300	11.925599	6.022703	33229.447295
1.721400	11.926201	6.022745	33228.844567
1.721500	11.926803	6.022787	33228.242618
1.721600	11.927406	6.022829	33227.641449
1.721700	11.928008	6.022872	33227.041061
1.721800	11.928610	6.022914	33226.441455
1.721900	11.929213	6.022956	33225.842629
1.722000	11.929815	6.022998	33225.244586
1.722100	11.930417	6.023040	33224.647325
1.722200	11.931020	6.023082	33224.050846
1.722300	11.931622	6.023124	33223.455151
1.722400	11.932224	6.023166	33222.860239
1.722500	11.932826	6.023208	33222.266111
1.722600	11.933429	6.023250	33221.672768
1.722700	11.934031	6.023292	33221.080209
1.722800	11.934633	6.023334	33220.488436
1.722900	11.935236	6.023376	33219.897448
1.723000	11.935838	6.023418	33219.307246
1.723100	11.936440	6.023460	33218.717830
1.723200	11.937043	6.023502	33218.129201
1.723300	11.937645	6.023544	33217.541360
1.723400	11.938248	6.023586	33216.954306
1.723500	11.938850	6.023628	33216.368040
1.723600	11.939452	6.023670	33215.782562
1.723700	11.940055	6.023712	33215.197873
1.723800	11.940657	6.023754	33214.613974
1.723900	11.941259	6.023796	33214.030864
1.724000	11.941862	6.023838	33213.448544
1.724100	11.942464	6.023880	33212.867015
1.724200	11.943067	6.023922	33212.286276
1.724300	11.943669	6.023963	33211.706329
1.724400	11.944271	6.024005	33211.127173
1.724500	11.944874	6.024047	33210.548810
1.724600	11.945476	6.024089	33209.971239
1.724700	11.946079	6.024131	33209.394460
1.724800	11.946681	6.024173	33208.818475
1.724900	11.947283	6.024215	33208.243284
1.725000	11.947886	6.024257	33207.668887
1.725100	11.948488	6.024299	33207.095284
1.725200	11.949091	6.024340	33206.522476
1.725300	11.949693	6.024382	33205.950464
1.725400	11.950296	6.024424	33205.379247
1.725500	11.950898	6.024466	33204.808826
1.725600	11.951500	6.024508	33204.239202
1.725700	11.952103	6.024550	33203.670375
1.725800	11.952705	6.024591	33203.102344
1.725900	11.953308	6.024633	33202.535112
1.726000	11.953910	6.024675	33201.968678
1.726100	11.954513	6.024717	33201.403042
1.726200	11.955115	6.024759	33200.838205
1.726300	11.955718	6.024800	33200.274167
1.726400	11.956320	6.024842	33199.710929
1.726500	11.956923	6.024884	33199.148491
1.726600	11.957525	6.024926	33198.586853
1.726700	11.958128	6.024967	33198.026016
1.726800	11.958730	6.025009	33197.465981
1.726900	11.959333	6.025051	33196.906747
1.727000	11.959935	6.025093	33196.348315
1.727100	11.960538	6.025134	33195.790686
1.727200	11.961140	6.025176	33195.233860
1.727300	11.961743	6.025218	33194.677836
1.727400	11.962345	6.025259	33194.122617
1.727500	11.962948	6.025301	33193.568201
1.727600	11.963550	6.025343	33193.014590
1.727700	11.964153	6.025385	33192.461784
1.727800	11.964755	6.025426	33191.909783
1.727900	11.965358	6.025468	33191.358587
1.728000	11.965960	6.025510	33190.808197
1.728100	11.966563	6.025551	33190.258614
1.728200	11.967166	6.025593	33189.709838
1.728300	11.967768	6.025635	33189.161869
1.728400	11.968371	6.025676	33188.614707
1.728500	11.968973	6.025718	33188.068353
1.728600	11.969576	6.025759	33187.522808
1.728700	11.970178	6.025801	33186.978071
1.728800	11.970781	6.025843	33186.434143
1.728900	11.971384	6.025884	33185.891025
1.729000	11.971986	6.025926	33185.348717
1.729100	11.972589	6.025967	33184.807219
1.729200	11.973191	6.026009	33184.266532
1.729300	11.973794	6.026051	33183.726656
1.729400	11.974397	6.026092	33183.187591
1.729500	11.974999	6.026134	33182.649339
1.729600	11.975602	6.026175	33182.111898
1.729700	11.976204	6.026217	33181.575270
1.729800	11.976807	6.026258	33181.039455
1.729900	11.977410	6.026300	33180.504453
1.730000	11.978012	6.026342	33179.970266
1.730100	11.978615	6.026383	33179.436892
1.730200	11.979218	6.026425	33178.904333
1.730300	11.979820	6.026466	33178.372589
1.730400	11.980423	6.026508	33177.841660
1.730500	11.981026	6.026549	33177.311547
1.730600	11.981628	6.026591	33176.782250
1.730700	11.982231	6.026632	33176.253769
1.730800	11.982833	6.026674	33175.726105
1.730900	11.983436	6.026715	33175.199259
1.731000	11.984039	6.026757	33174.673230
1.731100	11.984642	6.026798	33174.148019
1.731200	11.985244	6.026839	33173.623627
1.731300	11.985847	6.026881	33173.100053
1.731400	11.986450	6.026922	33172.577298
1.731500	11.987052	6.026964	33172.055363
1.731600	11.987655	6.027005	33171.534248
1.731700	11.988258	6.027047	33171.013953
1.731800	11.988860	6.027088	33170.494479
1.731900	11.989463	6.027130	33169.975826
1.732000	11.990066	6.027171	33169.457995
1.732100	11.990669	6.027212	33168.940985
1.732200	11.991271	6.027254	33168.424797
1.732300	11.991874	6.027295	33167.909432
1.732400	11.992477	6.027336	33167.394890
1.732500	11.993079	6.027378	33166.881171
1.732600	11.993682	6.027419	33166.368276
1.732700	11.994285	6.027461	33165.856205
1.732800	11.994888	6.027502	33165.344959
1.732900	11.995490	6.027543	33164.834537
1.733000	11.996093	6.027585	33164.324941
1.733100	11.996696	6.027626	33163.816170
1.733200	11.997299	6.027667	33163.308225
1.733300	11.997901	6.027709	33162.801107
1.733400	11.998504	6.027750	33162.294815
1.733500	11.999107	6.027791	33161.789350
1.733600	11.999710	6.027833	33161.284713
1.733700	12.000313	6.027874	33160.780904
1.733800	12.000915	6.027915	33160.277923
1.733900	12.001518	6.027956	33159.775770
1.734000	12.002121	6.027998	33159.274447
1.734100	12.002724	6.028039	33158.773953
1.734200	12.003327	6.028080	33158.274288
1.734300	12.003929	6.028121	33157.775454
1.734400	12.004532	6.028163	33157.277450
1.734500	12.005135	6.028204	33156.780277
1.734600	12.005738	6.028245	33156.283935
1.734700	12.006341	6.028286	33155.788425
1.734800	12.006943	6.028328	33155.293746
1.734900	12.007546	6.028369	33154.799900
1.735000	12.008149	6.028410	33154.306887
1.735100	12.008752	6.028451	33153.814707
1.735200	12.009355	6.028492	33153.323360
1.735300	12.009958	6.028534	33152.832847
1.735400	12.010561	6.028575	33152.343168
1.735500	12.011163	6.028616	33151.854324
1.735600	12.011766	6.028657	33151.366315
1.735700	12.012369	6.028698	33150.879141
1.735800	12.012972	6.028740	33150.392802
1.735900	12.013575	6.028781	33149.907300
1.736000	12.014178	6.028822	33149.422634
1.736100	12.014781	6.028863	33148.938805
1.736200	12.015384	6.028904	33148.455813
1.736300	12.015986	6.028945	33147.973658
1.736400	12.016589	6.028986	33147.492341
1.736500	12.017192	6.029027	33147.011862
1.736600	12.017795	6.029069	33146.532222
1.736700	12.018398	6.029110	33146.053421
1.736800	12.019001	6.029151	33145.575460
1.736900	12.019604	6.029192	33145.098338
1.737000	12.020207	6.029233	33144.622055
1.737100	12.020810	6.029274	33144.146614
1.737200	12.021413	6.029315	33143.672013
1.737300	12.022016	6.029356	33143.198253
1.737400	12.022619	6.029397	33142.725335
1.737500	12.023221	6.029438	33142.253259
1.737600	12.023824	6.029479	33141.782024
1.737700	12.024427	6.029520	33141.311633
1.737800	12.025030	6.029561	33140.842084
1.737900	12.025633	6.029602	33140.373379
1.738000	12.026236	6.029643	33139.905517
1.738100	12.026839	6.029684	33139.438499
1.738200	12.027442	6.029725	33138.972326
1.738300	12.028045	6.029766	33138.506998
1.738400	12.028648	6.029807	33138.042514
1.738500	12.029251	6.029848	33137.578876
1.738600	12.029854	6.029889	33137.116084
1.738700	12.030457	6.029930	33136.654138
1.738800	12.031060	6.029971	33136.193039
1.738900	12.031663	6.030012	33135.732786
1.739000	12.032266	6.030053	33135.273381
1.739100	12.032869	6.030094	33134.814823
1.739200	12.033472	6.030135	33134.357114
1.739300	12.034075	6.030176	33133.900252
1.739400	12.034678	6.030217	33133.444239
1.739500	12.035281	6.030258	33132.989076
1.739600	12.035884	6.030299	33132.534762
1.739700	12.036487	6.030340	33132.081297
1.739800	12.037090	6.030380	33131.628683
1.739900	12.037693	6.030421	33131.176919
1.740000	12.038296	6.030462	33130.726006
1.740100	12.038899	6.030503	33130.275944
1.740200	12.039502	6.030544	33129.826733
1.740300	12.040106	6.030585	33129.378375
1.740400	12.040709	6.030626	33128.930868
1.740500	12.041312	6.030667	33128.484215
1.740600	12.041915	6.030707	33128.038414
1.740700	12.042518	6.030748	33127.593466
