t	Alfa	omega	energia
4.634500	30.071223	6.280948	37788.544505
4.634600	30.071851	6.280949	37786.747332
4.634700	30.072479	6.280949	37784.950418
4.634800	30.073107	6.280949	37783.153765
4.634900	30.073735	6.280950	37781.357374
4.635000	30.074363	6.280950	37779.561245
4.635100	30.074991	6.280951	37777.765379
4.635200	30.075619	6.280951	37775.969777
4.635300	30.076248	6.280951	37774.174440
4.635400	30.076876	6.280952	37772.379368
4.635500	30.077504	6.280952	37770.584561
4.635600	30.078132	6.280952	37768.790021
4.635700	30.078760	6.280953	37766.995749
4.635800	30.079388	6.280953	37765.201744
4.635900	30.080016	6.280953	37763.408008
4.636000	30.080644	6.280954	37761.614542
4.636100	30.081272	6.280954	37759.821345
4.636200	30.081900	6.280955	37758.028420
4.636300	30.082529	6.280955	37756.235766
4.636400	30.083157	6.280955	37754.443384
4.636500	30.083785	6.280956	37752.651276
4.636600	30.084413	6.280956	37750.859441
4.636700	30.085041	6.280956	37749.067880
4.636800	30.085669	6.280957	37747.276595
4.636900	30.086297	6.280957	37745.485585
4.637000	30.086925	6.280957	37743.694852
4.637100	30.087553	6.280958	37741.904396
4.637200	30.088181	6.280958	37740.114218
4.637300	30.088809	6.280959	37738.324318
4.637400	30.089438	6.280959	37736.534698
4.637500	30.090066	6.280959	37734.745358
4.637600	30.090694	6.280960	37732.956299
4.637700	30.091322	6.280960	37731.167521
4.637800	30.091950	6.280960	37729.379026
4.637900	30.092578	6.280961	37727.590813
4.638000	30.093206	6.280961	37725.802884
4.638100	30.093834	6.280961	37724.015239
4.638200	30.094462	6.280962	37722.227880
4.638300	30.095090	6.280962	37720.440806
4.638400	30.095719	6.280963	37718.654018
4.638500	30.096347	6.280963	37716.867518
4.638600	30.096975	6.280963	37715.081305
4.638700	30.097603	6.280964	37713.295381
4.638800	30.098231	6.280964	37711.509746
4.638900	30.098859	6.280964	37709.724401
4.639000	30.099487	6.280965	37707.939347
4.639100	30.100115	6.280965	37706.154584
4.639200	30.100743	6.280965	37704.370113
4.639300	30.101371	6.280966	37702.585935
4.639400	30.102000	6.280966	37700.802051
4.639500	30.102628	6.280967	37699.018460
4.639600	30.103256	6.280967	37697.235165
4.639700	30.103884	6.280967	37695.452165
4.639800	30.104512	6.280968	37693.669461
4.639900	30.105140	6.280968	37691.887055
4.640000	30.105768	6.280968	37690.104946
4.640100	30.106396	6.280969	37688.323136
4.640200	30.107024	6.280969	37686.541624
4.640300	30.107652	6.280969	37684.760413
4.640400	30.108280	6.280970	37682.979502
4.640500	30.108909	6.280970	37681.198893
4.640600	30.109537	6.280971	37679.418585
4.640700	30.110165	6.280971	37677.638580
4.640800	30.110793	6.280971	37675.858878
4.640900	30.111421	6.280972	37674.079480
4.641000	30.112049	6.280972	37672.300387
4.641100	30.112677	6.280972	37670.521600
4.641200	30.113305	6.280973	37668.743119
4.641300	30.113933	6.280973	37666.964944
4.641400	30.114561	6.280973	37665.187078
4.641500	30.115190	6.280974	37663.409519
4.641600	30.115818	6.280974	37661.632269
4.641700	30.116446	6.280975	37659.855329
4.641800	30.117074	6.280975	37658.078700
4.641900	30.117702	6.280975	37656.302382
4.642000	30.118330	6.280976	37654.526375
4.642100	30.118958	6.280976	37652.750681
4.642200	30.119586	6.280976	37650.975300
4.642300	30.120214	6.280977	37649.200233
4.642400	30.120842	6.280977	37647.425480
4.642500	30.121471	6.280977	37645.651043
4.642600	30.122099	6.280978	37643.876922
4.642700	30.122727	6.280978	37642.103118
4.642800	30.123355	6.280978	37640.329631
4.642900	30.123983	6.280979	37638.556462
4.643000	30.124611	6.280979	37636.783612
4.643100	30.125239	6.280980	37635.011081
4.643200	30.125867	6.280980	37633.238871
4.643300	30.126495	6.280980	37631.466981
4.643400	30.127123	6.280981	37629.695413
4.643500	30.127752	6.280981	37627.924168
4.643600	30.128380	6.280981	37626.153245
4.643700	30.129008	6.280982	37624.382646
4.643800	30.129636	6.280982	37622.612372
4.643900	30.130264	6.280982	37620.842423
4.644000	30.130892	6.280983	37619.072799
4.644100	30.131520	6.280983	37617.303502
4.644200	30.132148	6.280984	37615.534533
4.644300	30.132776	6.280984	37613.765891
4.644400	30.133404	6.280984	37611.997578
4.644500	30.134032	6.280985	37610.229594
4.644600	30.134661	6.280985	37608.461940
4.644700	30.135289	6.280985	37606.694617
4.644800	30.135917	6.280986	37604.927625
4.644900	30.136545	6.280986	37603.160965
4.645000	30.137173	6.280986	37601.394638
4.645100	30.137801	6.280987	37599.628645
4.645200	30.138429	6.280987	37597.862986
4.645300	30.139057	6.280987	37596.097662
4.645400	30.139685	6.280988	37594.332673
4.645500	30.140313	6.280988	37592.568021
4.645600	30.140942	6.280989	37590.803705
4.645700	30.141570	6.280989	37589.039728
4.645800	30.142198	6.280989	37587.276088
4.645900	30.142826	6.280990	37585.512788
4.646000	30.143454	6.280990	37583.749828
4.646100	30.144082	6.280990	37581.987208
4.646200	30.144710	6.280991	37580.224929
4.646300	30.145338	6.280991	37578.462993
4.646400	30.145966	6.280991	37576.701398
4.646500	30.146594	6.280992	37574.940147
4.646600	30.147223	6.280992	37573.179240
4.646700	30.147851	6.280993	37571.418678
4.646800	30.148479	6.280993	37569.658461
4.646900	30.149107	6.280993	37567.898590
4.647000	30.149735	6.280994	37566.139066
4.647100	30.150363	6.280994	37564.379889
4.647200	30.150991	6.280994	37562.621061
4.647300	30.151619	6.280995	37560.862581
4.647400	30.152247	6.280995	37559.104451
4.647500	30.152875	6.280995	37557.346671
4.647600	30.153504	6.280996	37555.589242
4.647700	30.154132	6.280996	37553.832165
4.647800	30.154760	6.280996	37552.075440
4.647900	30.155388	6.280997	37550.319068
4.648000	30.156016	6.280997	37548.563049
4.648100	30.156644	6.280998	37546.807385
4.648200	30.157272	6.280998	37545.052077
4.648300	30.157900	6.280998	37543.297124
4.648400	30.158528	6.280999	37541.542527
4.648500	30.159156	6.280999	37539.788288
4.648600	30.159785	6.280999	37538.034406
4.648700	30.160413	6.281000	37536.280883
4.648800	30.161041	6.281000	37534.527720
4.648900	30.161669	6.281000	37532.774916
4.649000	30.162297	6.281001	37531.022473
4.649100	30.162925	6.281001	37529.270391
4.649200	30.163553	6.281001	37527.518671
4.649300	30.164181	6.281002	37525.767315
4.649400	30.164809	6.281002	37524.016321
4.649500	30.165437	6.281003	37522.265692
4.649600	30.166066	6.281003	37520.515427
4.649700	30.166694	6.281003	37518.765528
4.649800	30.167322	6.281004	37517.015995
4.649900	30.167950	6.281004	37515.266829
4.650000	30.168578	6.281004	37513.518030
4.650100	30.169206	6.281005	37511.769600
4.650200	30.169834	6.281005	37510.021539
4.650300	30.170462	6.281005	37508.273847
4.650400	30.171090	6.281006	37506.526526
4.650500	30.171718	6.281006	37504.779576
4.650600	30.172347	6.281006	37503.032997
4.650700	30.172975	6.281007	37501.286791
4.650800	30.173603	6.281007	37499.540958
4.650900	30.174231	6.281008	37497.795499
4.651000	30.174859	6.281008	37496.050414
4.651100	30.175487	6.281008	37494.305705
4.651200	30.176115	6.281009	37492.561371
4.651300	30.176743	6.281009	37490.817414
4.651400	30.177371	6.281009	37489.073834
4.651500	30.177999	6.281010	37487.330632
4.651600	30.178628	6.281010	37485.587809
4.651700	30.179256	6.281010	37483.845365
4.651800	30.179884	6.281011	37482.103300
4.651900	30.180512	6.281011	37480.361617
4.652000	30.181140	6.281011	37478.620315
4.652100	30.181768	6.281012	37476.879395
4.652200	30.182396	6.281012	37475.138858
4.652300	30.183024	6.281012	37473.398704
4.652400	30.183652	6.281013	37471.658935
4.652500	30.184280	6.281013	37469.919550
4.652600	30.184909	6.281014	37468.180551
4.652700	30.185537	6.281014	37466.441938
4.652800	30.186165	6.281014	37464.703712
4.652900	30.186793	6.281015	37462.965873
4.653000	30.187421	6.281015	37461.228423
4.653100	30.188049	6.281015	37459.491361
4.653200	30.188677	6.281016	37457.754690
4.653300	30.189305	6.281016	37456.018408
4.653400	30.189933	6.281016	37454.282518
4.653500	30.190561	6.281017	37452.547019
4.653600	30.191190	6.281017	37450.811913
4.653700	30.191818	6.281017	37449.077200
4.653800	30.192446	6.281018	37447.342880
4.653900	30.193074	6.281018	37445.608955
4.654000	30.193702	6.281019	37443.875425
4.654100	30.194330	6.281019	37442.142291
4.654200	30.194958	6.281019	37440.409553
4.654300	30.195586	6.281020	37438.677213
4.654400	30.196214	6.281020	37436.945270
4.654500	30.196843	6.281020	37435.213726
4.654600	30.197471	6.281021	37433.482581
4.654700	30.198099	6.281021	37431.751836
4.654800	30.198727	6.281021	37430.021492
4.654900	30.199355	6.281022	37428.291549
4.655000	30.199983	6.281022	37426.562008
4.655100	30.200611	6.281022	37424.832870
4.655200	30.201239	6.281023	37423.104135
4.655300	30.201867	6.281023	37421.375804
4.655400	30.202495	6.281023	37419.647877
4.655500	30.203124	6.281024	37417.920357
4.655600	30.203752	6.281024	37416.193242
4.655700	30.204380	6.281025	37414.466534
4.655800	30.205008	6.281025	37412.740233
4.655900	30.205636	6.281025	37411.014341
4.656000	30.206264	6.281026	37409.288857
4.656100	30.206892	6.281026	37407.563783
4.656200	30.207520	6.281026	37405.839119
4.656300	30.208148	6.281027	37404.114866
4.656400	30.208776	6.281027	37402.391024
4.656500	30.209405	6.281027	37400.667595
4.656600	30.210033	6.281028	37398.944578
4.656700	30.210661	6.281028	37397.221975
4.656800	30.211289	6.281028	37395.499786
4.656900	30.211917	6.281029	37393.778013
4.657000	30.212545	6.281029	37392.056655
4.657100	30.213173	6.281029	37390.335713
4.657200	30.213801	6.281030	37388.615188
4.657300	30.214429	6.281030	37386.895081
4.657400	30.215057	6.281031	37385.175392
4.657500	30.215686	6.281031	37383.456122
4.657600	30.216314	6.281031	37381.737272
4.657700	30.216942	6.281032	37380.018843
4.657800	30.217570	6.281032	37378.300834
4.657900	30.218198	6.281032	37376.583247
4.658000	30.218826	6.281033	37374.866083
4.658100	30.219454	6.281033	37373.149342
4.658200	30.220082	6.281033	37371.433024
4.658300	30.220710	6.281034	37369.717131
4.658400	30.221339	6.281034	37368.001663
4.658500	30.221967	6.281034	37366.286621
4.658600	30.222595	6.281035	37364.572005
4.658700	30.223223	6.281035	37362.857817
4.658800	30.223851	6.281035	37361.144056
4.658900	30.224479	6.281036	37359.430724
4.659000	30.225107	6.281036	37357.717822
4.659100	30.225735	6.281037	37356.005349
4.659200	30.226363	6.281037	37354.293306
4.659300	30.226991	6.281037	37352.581695
4.659400	30.227620	6.281038	37350.870516
4.659500	30.228248	6.281038	37349.159769
4.659600	30.228876	6.281038	37347.449456
4.659700	30.229504	6.281039	37345.739577
4.659800	30.230132	6.281039	37344.030132
4.659900	30.230760	6.281039	37342.321122
4.660000	30.231388	6.281040	37340.612549
4.660100	30.232016	6.281040	37338.904412
4.660200	30.232644	6.281040	37337.196713
4.660300	30.233272	6.281041	37335.489451
4.660400	30.233901	6.281041	37333.782628
4.660500	30.234529	6.281041	37332.076245
4.660600	30.235157	6.281042	37330.370302
4.660700	30.235785	6.281042	37328.664799
4.660800	30.236413	6.281042	37326.959738
4.660900	30.237041	6.281043	37325.255118
4.661000	30.237669	6.281043	37323.550942
4.661100	30.238297	6.281044	37321.847209
4.661200	30.238925	6.281044	37320.143920
4.661300	30.239554	6.281044	37318.441075
4.661400	30.240182	6.281045	37316.738676
4.661500	30.240810	6.281045	37315.036724
4.661600	30.241438	6.281045	37313.335218
4.661700	30.242066	6.281046	37311.634159
4.661800	30.242694	6.281046	37309.933549
4.661900	30.243322	6.281046	37308.233387
4.662000	30.243950	6.281047	37306.533675
4.662100	30.244578	6.281047	37304.834413
4.662200	30.245206	6.281047	37303.135601
4.662300	30.245835	6.281048	37301.437242
4.662400	30.246463	6.281048	37299.739334
4.662500	30.247091	6.281048	37298.041879
4.662600	30.247719	6.281049	37296.344878
4.662700	30.248347	6.281049	37294.648331
4.662800	30.248975	6.281049	37292.952238
4.662900	30.249603	6.281050	37291.256602
4.663000	30.250231	6.281050	37289.561421
4.663100	30.250859	6.281051	37287.866697
4.663200	30.251488	6.281051	37286.172431
4.663300	30.252116	6.281051	37284.478623
4.663400	30.252744	6.281052	37282.785274
4.663500	30.253372	6.281052	37281.092384
4.663600	30.254000	6.281052	37279.399955
4.663700	30.254628	6.281053	37277.707986
4.663800	30.255256	6.281053	37276.016479
4.663900	30.255884	6.281053	37274.325434
4.664000	30.256512	6.281054	37272.634852
4.664100	30.257140	6.281054	37270.944734
4.664200	30.257769	6.281054	37269.255079
4.664300	30.258397	6.281055	37267.565890
4.664400	30.259025	6.281055	37265.877166
4.664500	30.259653	6.281055	37264.188908
4.664600	30.260281	6.281056	37262.501118
4.664700	30.260909	6.281056	37260.813795
4.664800	30.261537	6.281056	37259.126940
4.664900	30.262165	6.281057	37257.440554
4.665000	30.262793	6.281057	37255.754637
4.665100	30.263422	6.281057	37254.069191
4.665200	30.264050	6.281058	37252.384215
4.665300	30.264678	6.281058	37250.699712
4.665400	30.265306	6.281059	37249.015680
4.665500	30.265934	6.281059	37247.332121
4.665600	30.266562	6.281059	37245.649036
4.665700	30.267190	6.281060	37243.966425
4.665800	30.267818	6.281060	37242.284289
4.665900	30.268446	6.281060	37240.602628
4.666000	30.269074	6.281061	37238.921444
4.666100	30.269703	6.281061	37237.240737
4.666200	30.270331	6.281061	37235.560507
4.666300	30.270959	6.281062	37233.880755
4.666400	30.271587	6.281062	37232.201482
4.666500	30.272215	6.281062	37230.522689
4.666600	30.272843	6.281063	37228.844376
4.666700	30.273471	6.281063	37227.166544
4.666800	30.274099	6.281063	37225.489193
4.666900	30.274727	6.281064	37223.812324
4.667000	30.275356	6.281064	37222.135939
4.667100	30.275984	6.281064	37220.460037
4.667200	30.276612	6.281065	37218.784619
4.667300	30.277240	6.281065	37217.109686
4.667400	30.277868	6.281065	37215.435238
4.667500	30.278496	6.281066	37213.761277
4.667600	30.279124	6.281066	37212.087802
4.667700	30.279752	6.281067	37210.414815
4.667800	30.280380	6.281067	37208.742316
4.667900	30.281009	6.281067	37207.070306
4.668000	30.281637	6.281068	37205.398785
4.668100	30.282265	6.281068	37203.727755
4.668200	30.282893	6.281068	37202.057215
4.668300	30.283521	6.281069	37200.387167
4.668400	30.284149	6.281069	37198.717611
4.668500	30.284777	6.281069	37197.048547
4.668600	30.285405	6.281070	37195.379977
4.668700	30.286033	6.281070	37193.711901
4.668800	30.286661	6.281070	37192.044320
4.668900	30.287290	6.281071	37190.377235
4.669000	30.287918	6.281071	37188.710645
4.669100	30.288546	6.281071	37187.044552
4.669200	30.289174	6.281072	37185.378957
4.669300	30.289802	6.281072	37183.713860
4.669400	30.290430	6.281072	37182.049261
4.669500	30.291058	6.281073	37180.385162
4.669600	30.291686	6.281073	37178.721563
4.669700	30.292314	6.281073	37177.058464
4.669800	30.292943	6.281074	37175.395867
4.669900	30.293571	6.281074	37173.733772
4.670000	30.294199	6.281074	37172.072179
4.670100	30.294827	6.281075	37170.411090
4.670200	30.295455	6.281075	37168.750505
4.670300	30.296083	6.281076	37167.090424
4.670400	30.296711	6.281076	37165.430849
4.670500	30.297339	6.281076	37163.771780
4.670600	30.297967	6.281077	37162.113217
4.670700	30.298596	6.281077	37160.455161
4.670800	30.299224	6.281077	37158.797614
4.670900	30.299852	6.281078	37157.140575
4.671000	30.300480	6.281078	37155.484045
4.671100	30.301108	6.281078	37153.828025
4.671200	30.301736	6.281079	37152.172516
4.671300	30.302364	6.281079	37150.517518
4.671400	30.302992	6.281079	37148.863032
4.671500	30.303620	6.281080	37147.209058
4.671600	30.304248	6.281080	37145.555597
4.671700	30.304877	6.281080	37143.902650
4.671800	30.305505	6.281081	37142.250218
4.671900	30.306133	6.281081	37140.598301
4.672000	30.306761	6.281081	37138.946899
4.672100	30.307389	6.281082	37137.296014
4.672200	30.308017	6.281082	37135.645646
4.672300	30.308645	6.281082	37133.995796
4.672400	30.309273	6.281083	37132.346464
4.672500	30.309901	6.281083	37130.697652
4.672600	30.310530	6.281083	37129.049358
4.672700	30.311158	6.281084	37127.401586
4.672800	30.311786	6.281084	37125.754334
4.672900	30.312414	6.281084	37124.107604
4.673000	30.313042	6.281085	37122.461396
4.673100	30.313670	6.281085	37120.815711
4.673200	30.314298	6.281085	37119.170550
4.673300	30.314926	6.281086	37117.525913
4.673400	30.315554	6.281086	37115.881801
4.673500	30.316183	6.281087	37114.238214
4.673600	30.316811	6.281087	37112.595154
4.673700	30.317439	6.281087	37110.952620
4.673800	30.318067	6.281088	37109.310614
4.673900	30.318695	6.281088	37107.669136
4.674000	30.319323	6.281088	37106.028187
4.674100	30.319951	6.281089	37104.387767
4.674200	30.320579	6.281089	37102.747878
4.674300	30.321207	6.281089	37101.108519
4.674400	30.321836	6.281090	37099.469692
4.674500	30.322464	6.281090	37097.831396
4.674600	30.323092	6.281090	37096.193633
4.674700	30.323720	6.281091	37094.556404
4.674800	30.324348	6.281091	37092.919709
4.674900	30.324976	6.281091	37091.283548
4.675000	30.325604	6.281092	37089.647923
4.675100	30.326232	6.281092	37088.012833
4.675200	30.326860	6.281092	37086.378280
4.675300	30.327488	6.281093	37084.744264
4.675400	30.328117	6.281093	37083.110786
4.675500	30.328745	6.281093	37081.477847
4.675600	30.329373	6.281094	37079.845447
4.675700	30.330001	6.281094	37078.213586
4.675800	30.330629	6.281094	37076.582267
4.675900	30.331257	6.281095	37074.951488
4.676000	30.331885	6.281095	37073.321251
4.676100	30.332513	6.281095	37071.691556
4.676200	30.333141	6.281096	37070.062404
4.676300	30.333770	6.281096	37068.433796
4.676400	30.334398	6.281096	37066.805732
4.676500	30.335026	6.281097	37065.178214
4.676600	30.335654	6.281097	37063.551241
4.676700	30.336282	6.281097	37061.924814
4.676800	30.336910	6.281098	37060.298934
4.676900	30.337538	6.281098	37058.673601
4.677000	30.338166	6.281098	37057.048817
4.677100	30.338794	6.281099	37055.424582
4.677200	30.339423	6.281099	37053.800896
4.677300	30.340051	6.281100	37052.177760
4.677400	30.340679	6.281100	37050.555175
4.677500	30.341307	6.281100	37048.933141
4.677600	30.341935	6.281101	37047.311659
4.677700	30.342563	6.281101	37045.690730
4.677800	30.343191	6.281101	37044.070354
4.677900	30.343819	6.281102	37042.450533
4.678000	30.344447	6.281102	37040.831265
4.678100	30.345076	6.281102	37039.212553
4.678200	30.345704	6.281103	37037.594397
4.678300	30.346332	6.281103	37035.976798
4.678400	30.346960	6.281103	37034.359756
4.678500	30.347588	6.281104	37032.743271
4.678600	30.348216	6.281104	37031.127345
4.678700	30.348844	6.281104	37029.511978
4.678800	30.349472	6.281105	37027.897170
4.678900	30.350100	6.281105	37026.282923
4.679000	30.350729	6.281105	37024.669237
4.679100	30.351357	6.281106	37023.056113
4.679200	30.351985	6.281106	37021.443551
4.679300	30.352613	6.281106	37019.831552
4.679400	30.353241	6.281107	37018.220116
4.679500	30.353869	6.281107	37016.609245
4.679600	30.354497	6.281107	37014.998938
4.679700	30.355125	6.281108	37013.389197
4.679800	30.355753	6.281108	37011.780022
4.679900	30.356382	6.281108	37010.171413
4.680000	30.357010	6.281109	37008.563372
4.680100	30.357638	6.281109	37006.955899
4.680200	30.358266	6.281109	37005.348995
4.680300	30.358894	6.281110	37003.742660
4.680400	30.359522	6.281110	37002.136895
4.680500	30.360150	6.281110	37000.531700
4.680600	30.360778	6.281111	36998.927077
4.680700	30.361406	6.281111	36997.323025
4.680800	30.362035	6.281111	36995.719546
4.680900	30.362663	6.281112	36994.116640
4.681000	30.363291	6.281112	36992.514308
4.681100	30.363919	6.281112	36990.912550
4.681200	30.364547	6.281113	36989.311366
4.681300	30.365175	6.281113	36987.710759
4.681400	30.365803	6.281113	36986.110728
4.681500	30.366431	6.281114	36984.511274
4.681600	30.367059	6.281114	36982.912397
4.681700	30.367688	6.281114	36981.314098
4.681800	30.368316	6.281115	36979.716378
4.681900	30.368944	6.281115	36978.119238
4.682000	30.369572	6.281115	36976.522678
4.682100	30.370200	6.281116	36974.926698
4.682200	30.370828	6.281116	36973.331300
4.682300	30.371456	6.281116	36971.736483
4.682400	30.372084	6.281117	36970.142249
4.682500	30.372712	6.281117	36968.548599
4.682600	30.373341	6.281118	36966.955532
4.682700	30.373969	6.281118	36965.363049
4.682800	30.374597	6.281118	36963.771152
4.682900	30.375225	6.281119	36962.179841
4.683000	30.375853	6.281119	36960.589115
4.683100	30.376481	6.281119	36958.998977
4.683200	30.377109	6.281120	36957.409426
4.683300	30.377737	6.281120	36955.820464
4.683400	30.378365	6.281120	36954.232091
4.683500	30.378994	6.281121	36952.644307
4.683600	30.379622	6.281121	36951.057113
4.683700	30.380250	6.281121	36949.470510
4.683800	30.380878	6.281122	36947.884498
4.683900	30.381506	6.281122	36946.299078
4.684000	30.382134	6.281122	36944.714251
4.684100	30.382762	6.281123	36943.130017
4.684200	30.383390	6.281123	36941.546377
4.684300	30.384018	6.281123	36939.963332
4.684400	30.384647	6.281124	36938.380881
4.684500	30.385275	6.281124	36936.799027
4.684600	30.385903	6.281124	36935.217769
4.684700	30.386531	6.281125	36933.637108
4.684800	30.387159	6.281125	36932.057044
4.684900	30.387787	6.281125	36930.477579
4.685000	30.388415	6.281126	36928.898713
4.685100	30.389043	6.281126	36927.320446
4.685200	30.389671	6.281126	36925.742779
4.685300	30.390300	6.281127	36924.165713
4.685400	30.390928	6.281127	36922.589249
4.685500	30.391556	6.281127	36921.013386
4.685600	30.392184	6.281128	36919.438126
4.685700	30.392812	6.281128	36917.863470
4.685800	30.393440	6.281128	36916.289417
4.685900	30.394068	6.281129	36914.715969
4.686000	30.394696	6.281129	36913.143126
4.686100	30.395324	6.281129	36911.570888
4.686200	30.395953	6.281130	36909.999258
4.686300	30.396581	6.281130	36908.428234
4.686400	30.397209	6.281130	36906.857817
4.686500	30.397837	6.281131	36905.288009
4.686600	30.398465	6.281131	36903.718810
4.686700	30.399093	6.281131	36902.150220
4.686800	30.399721	6.281132	36900.582241
4.686900	30.400349	6.281132	36899.014872
4.687000	30.400978	6.281132	36897.448114
4.687100	30.401606	6.281133	36895.881968
4.687200	30.402234	6.281133	36894.316435
4.687300	30.402862	6.281133	36892.751515
4.687400	30.403490	6.281134	36891.187209
4.687500	30.404118	6.281134	36889.623518
4.687600	30.404746	6.281134	36888.060441
4.687700	30.405374	6.281135	36886.497980
4.687800	30.406002	6.281135	36884.936136
4.687900	30.406631	6.281135	36883.374908
4.688000	30.407259	6.281136	36881.814298
4.688100	30.407887	6.281136	36880.254306
4.688200	30.408515	6.281136	36878.694933
4.688300	30.409143	6.281137	36877.136179
4.688400	30.409771	6.281137	36875.578045
4.688500	30.410399	6.281137	36874.020532
4.688600	30.411027	6.281138	36872.463640
4.688700	30.411655	6.281138	36870.907370
4.688800	30.412284	6.281138	36869.351722
4.688900	30.412912	6.281139	36867.796697
4.689000	30.413540	6.281139	36866.242296
4.689100	30.414168	6.281139	36864.688520
4.689200	30.414796	6.281140	36863.135368
4.689300	30.415424	6.281140	36861.582842
4.689400	30.416052	6.281140	36860.030942
4.689500	30.416680	6.281141	36858.479669
4.689600	30.417308	6.281141	36856.929023
4.689700	30.417937	6.281141	36855.379005
4.689800	30.418565	6.281142	36853.829616
4.689900	30.419193	6.281142	36852.280856
4.690000	30.419821	6.281142	36850.732725
4.690100	30.420449	6.281143	36849.185226
4.690200	30.421077	6.281143	36847.638357
4.690300	30.421705	6.281143	36846.092120
4.690400	30.422333	6.281144	36844.546515
4.690500	30.422961	6.281144	36843.001543
4.690600	30.423590	6.281144	36841.457205
4.690700	30.424218	6.281145	36839.913500
4.690800	30.424846	6.281145	36838.370431
4.690900	30.425474	6.281145	36836.827996
4.691000	30.426102	6.281146	36835.286198
4.691100	30.426730	6.281146	36833.745036
4.691200	30.427358	6.281146	36832.204512
4.691300	30.427986	6.281147	36830.664625
4.691400	30.428615	6.281147	36829.125377
4.691500	30.429243	6.281147	36827.586767
4.691600	30.429871	6.281148	36826.048797
4.691700	30.430499	6.281148	36824.511468
4.691800	30.431127	6.281148	36822.974779
4.691900	30.431755	6.281149	36821.438732
4.692000	30.432383	6.281149	36819.903326
4.692100	30.433011	6.281149	36818.368564
4.692200	30.433639	6.281150	36816.834444
4.692300	30.434268	6.281150	36815.300968
4.692400	30.434896	6.281150	36813.768137
4.692500	30.435524	6.281151	36812.235951
4.692600	30.436152	6.281151	36810.704411
4.692700	30.436780	6.281151	36809.173517
4.692800	30.437408	6.281152	36807.643269
4.692900	30.438036	6.281152	36806.113670
4.693000	30.438664	6.281152	36804.584718
4.693100	30.439292	6.281153	36803.056415
4.693200	30.439921	6.281153	36801.528761
4.693300	30.440549	6.281153	36800.001758
4.693400	30.441177	6.281154	36798.475404
4.693500	30.441805	6.281154	36796.949702
4.693600	30.442433	6.281154	36795.424652
4.693700	30.443061	6.281155	36793.900254
4.693800	30.443689	6.281155	36792.376509
4.693900	30.444317	6.281155	36790.853417
4.694000	30.444946	6.281156	36789.330980
4.694100	30.445574	6.281156	36787.809197
4.694200	30.446202	6.281156	36786.288069
4.694300	30.446830	6.281157	36784.767598
4.694400	30.447458	6.281157	36783.247783
4.694500	30.448086	6.281157	36781.728625
4.694600	30.448714	6.281158	36780.210125
4.694700	30.449342	6.281158	36778.692283
4.694800	30.449970	6.281158	36777.175101
4.694900	30.450599	6.281159	36775.658577
4.695000	30.451227	6.281159	36774.142714
4.695100	30.451855	6.281159	36772.627512
4.695200	30.452483	6.281160	36771.112971
4.695300	30.453111	6.281160	36769.599092
4.695400	30.453739	6.281160	36768.085876
4.695500	30.454367	6.281161	36766.573322
4.695600	30.454995	6.281161	36765.061433
4.695700	30.455623	6.281161	36763.550207
4.695800	30.456252	6.281162	36762.039647
4.695900	30.456880	6.281162	36760.529752
4.696000	30.457508	6.281162	36759.020524
4.696100	30.458136	6.281163	36757.511962
4.696200	30.458764	6.281163	36756.004067
4.696300	30.459392	6.281163	36754.496840
4.696400	30.460020	6.281164	36752.990282
4.696500	30.460648	6.281164	36751.484393
4.696600	30.461277	6.281164	36749.979174
4.696700	30.461905	6.281165	36748.474625
4.696800	30.462533	6.281165	36746.970746
4.696900	30.463161	6.281165	36745.467540
4.697000	30.463789	6.281166	36743.965005
4.697100	30.464417	6.281166	36742.463143
4.697200	30.465045	6.281166	36740.961955
4.697300	30.465673	6.281167	36739.461440
4.697400	30.466301	6.281167	36737.961600
4.697500	30.466930	6.281167	36736.462434
4.697600	30.467558	6.281168	36734.963945
4.697700	30.468186	6.281168	36733.466131
4.697800	30.468814	6.281168	36731.968995
4.697900	30.469442	6.281169	36730.472536
4.698000	30.470070	6.281169	36728.976755
4.698100	30.470698	6.281169	36727.481653
4.698200	30.471326	6.281170	36725.987229
4.698300	30.471955	6.281170	36724.493486
4.698400	30.472583	6.281170	36723.000423
4.698500	30.473211	6.281171	36721.508041
4.698600	30.473839	6.281171	36720.016340
4.698700	30.474467	6.281171	36718.525322
4.698800	30.475095	6.281172	36717.034986
4.698900	30.475723	6.281172	36715.545334
4.699000	30.476351	6.281172	36714.056366
4.699100	30.476979	6.281173	36712.568082
4.699200	30.477608	6.281173	36711.080484
4.699300	30.478236	6.281173	36709.593571
4.699400	30.478864	6.281174	36708.107344
4.699500	30.479492	6.281174	36706.621804
4.699600	30.480120	6.281174	36705.136952
4.699700	30.480748	6.281175	36703.652787
4.699800	30.481376	6.281175	36702.169312
4.699900	30.482004	6.281175	36700.686525
4.700000	30.482633	6.281176	36699.204429
4.700100	30.483261	6.281176	36697.723022
4.700200	30.483889	6.281176	36696.242307
4.700300	30.484517	6.281176	36694.762283
4.700400	30.485145	6.281177	36693.282952
4.700500	30.485773	6.281177	36691.804313
4.700600	30.486401	6.281177	36690.326367
4.700700	30.487029	6.281178	36688.849116
4.700800	30.487657	6.281178	36687.372559
4.700900	30.488286	6.281178	36685.896697
4.701000	30.488914	6.281179	36684.421530
